(1127.7, 122)
(1130.1, 120)
(1132.5, 103)
(1134.8, 102)
(1137.5, 95)
(1139.8, 93)
(1141.9, 94)
(1143.8, 92)
(1145.4, 92)
(1147.5, 92)
(1149.7, 93)
(1151.7, 90)
(1153.4, 85)
(1155.2, 81)
(1157.4, 94)
(1159.2, 102)
(1160.8, 104)
(1162.7, 105)
(1164.9, 100)
(1166.7, 98)
(1168.1, 96)
(1170.2, 97)
(1172.3, 96)
(1174.0, 94)
(1175.9, 95)
(1177.7, 95)
(1179.4, 92)
(1181.3, 92)
(1183.3, 92)
(1185.3, 94)
(1187.4, 92)
(1189.4, 91)
(1191.3, 92)
(1193.0, 92)
(1195.5, 94)
(1197.5, 93)
(1199.5, 94)
(1201.2, 99)
(1203.5, 95)
(1206.1, 97)
(1207.8, 100)
(1209.7, 102)
(1211.7, 104)
(1213.8, 104)
(1215.9, 106)
(1217.7, 107)
(1219.5, 111)
(1221.5, 114)
(1223.6, 117)
(1225.4, 121)
(1227.4, 125)
(1229.4, 127)
(1231.3, 132)
(1233.2, 134)
(1235.2, 140)
(1237.0, 146)
(1238.6, 155)
(1240.7, 164)
(1242.7, 172)
(1244.7, 181)
(1246.6, 192)
(1248.4, 208)
(1250.3, 225)
(1252.3, 243)
(1254.2, 264)
(1256.2, 285)
(1258.0, 328)
(1260.4, 383)
(1262.5, 471)
(1264.1, 488)
(1266.1, 483)
(1268.2, 495)
(1270.4, 488)
(1272.4, 479)
(1274.4, 479)
(1276.2, 482)
(1278.4, 473)
(1280.4, 449)
(1282.0, 450)
(1283.7, 324)
(1285.7, 329)
(1287.8, 326)
(1289.4, 331)
(1291.1, 370)
(1293.0, 461)
(1294.7, 422)
(1296.7, 58)
(1299.7, 69)
(1301.5, 65)
(1303.2, 69)
(1304.9, 71)
(1306.7, 71)
(1308.6, 72)
(1310.5, 72)
(1312.2, 70)
(1314.2, 71)
(1316.1, 71)
(1317.9, 69)
(1319.8, 73)
(1321.9, 76)
(1323.8, 79)
(1325.9, 79)
(1328.1, 85)
(1330.2, 90)
(1332.1, 181)
(1334.1, 187)
(1336.4, 173)
(1338.4, 174)
(1340.3, 168)
(1342.1, 166)
(1344.0, 167)
(1346.4, 167)
(1348.4, 159)
(1350.0, 158)
(1351.7, 151)
(1353.7, 153)
(1355.7, 168)
(1357.5, 141)
(1359.2, 145)
(1361.0, 145)
(1363.0, 147)
(1365.1, 144)
(1366.9, 145)
(1368.4, 147)
(1370.4, 131)
(1372.6, 119)
(1374.6, 119)
(1376.3, 121)
(1378.2, 123)
(1380.5, 121)
(1382.5, 124)
(1384.5, 125)
(1386.5, 109)
(1388.8, 100)
(1390.9, 92)
(1392.9, 89)
(1395.0, 79)
(1397.0, 0)
(1401.4, 69)
(1403.5, 66)
(1405.7, 66)
(1407.5, 66)
(1409.4, 64)
(1411.4, 63)
(1413.0, 59)
(1415.1, 59)
(1416.9, 59)
(1418.5, 56)
(1420.4, 54)
(1422.4, 54)
(1424.3, 0)
(1427.9, 62)
(1431.8, 37)
(1434.1, 49)
(1436.2, 46)
(1437.9, 48)
(1440.0, 45)
(1442.1, 44)
(1443.9, 47)
(1445.8, 44)
(1447.8, 46)
(1450.0, 42)
(1452.1, 45)
(1454.2, 37)
(1456.0, 40)
(1458.2, 47)
(1460.6, 48)
(1463.1, 40)
(1464.9, 44)
(1466.8, 42)
(1468.9, 47)
(1471.0, 45)
(1472.8, 43)
(1474.6, 48)
(1476.5, 52)
(1478.3, 51)
(1479.9, 46)
(1482.0, 46)
(1483.9, 44)
(1485.7, 48)
(1487.8, 97)
(1490.1, 111)
(1492.4, 94)
(1494.9, 104)
(1497.2, 91)
(1499.5, 94)
(1501.4, 93)
(1503.6, 91)
(1505.5, 96)
(1507.9, 91)
(1509.8, 89)
(1512.0, 89)
(1513.9, 85)
(1516.0, 85)
(1517.8, 102)
(1520.1, 102)
(1522.1, 108)
(1524.0, 105)
(1526.1, 100)
(1528.1, 97)
(1530.1, 86)
(1532.0, 96)
(1534.0, 94)
(1536.0, 95)
(1537.7, 96)
(1539.5, 95)
(1541.3, 90)
(1543.4, 93)
(1545.3, 92)
(1547.3, 92)
(1549.3, 92)
(1551.1, 94)
(1553.0, 90)
(1555.0, 94)
(1556.6, 91)
(1558.7, 94)
(1560.9, 96)
(1562.9, 96)
(1564.8, 97)
(1566.8, 98)
(1569.0, 103)
(1570.9, 103)
(1572.9, 102)
(1574.9, 108)
(1576.8, 107)
(1578.8, 111)
(1580.8, 113)
(1582.8, 115)
(1584.5, 119)
(1586.5, 122)
(1588.6, 125)
(1590.3, 128)
(1592.1, 130)
(1593.9, 138)
(1595.7, 139)
(1597.7, 149)
(1599.6, 156)
(1601.3, 164)
(1602.8, 168)
(1604.9, 180)
(1606.9, 194)
(1608.7, 207)
(1610.3, 221)
(1612.0, 239)
(1613.9, 263)
(1615.9, 285)
(1617.7, 315)
(1619.6, 354)
(1621.5, 481)
(1623.4, 482)
(1625.3, 484)
(1627.2, 491)
(1629.5, 497)
(1631.5, 474)
(1633.2, 479)
(1635.2, 481)
(1637.7, 481)
(1639.8, 448)
(1641.5, 450)
(1643.5, 327)
(1645.8, 327)
(1648.0, 328)
(1649.9, 337)
(1651.6, 371)
(1653.5, 452)
(1655.5, 416)
(1657.5, 62)
(1660.2, 64)
(1662.5, 66)
(1664.5, 69)
(1666.2, 71)
(1668.0, 73)
(1670.1, 73)
(1671.9, 70)
(1673.6, 72)
(1675.6, 69)
(1677.5, 73)
(1679.3, 77)
(1681.4, 77)
(1683.4, 77)
(1685.1, 80)
(1687.2, 86)
(1689.3, 90)
(1691.3, 185)
(1693.4, 189)
(1695.6, 172)
(1697.6, 174)
(1699.5, 171)
(1701.7, 167)
(1703.8, 167)
(1705.8, 168)
(1707.6, 161)
(1709.8, 159)
(1711.5, 151)
(1713.6, 148)
(1715.4, 168)
(1717.2, 144)
(1719.1, 145)
(1721.1, 147)
(1722.9, 144)
(1724.4, 145)
(1726.3, 145)
(1728.1, 145)
(1729.9, 147)
(1731.7, 120)
(1733.4, 116)
(1735.2, 122)
(1736.9, 120)
(1738.6, 122)
(1740.4, 124)
(1742.1, 124)
(1744.1, 125)
(1745.9, 111)
(1747.8, 103)
(1749.7, 98)
(1751.8, 87)
(1753.9, 85)
(1755.9, 78)
(1758.1, 81)
(1762.5, 59)
(1764.8, 70)
(1766.7, 66)
(1768.7, 65)
(1770.8, 63)
(1772.7, 60)
(1774.8, 59)
(1776.8, 58)
(1778.6, 58)
(1780.6, 58)
(1782.5, 54)
(1784.4, 0)
(1788.3, 52)
(1792.3, 46)
(1794.6, 49)
(1796.5, 45)
(1798.5, 45)
(1800.6, 45)
(1802.4, 45)
(1804.3, 49)
(1806.5, 43)
(1808.3, 42)
(1810.5, 44)
(1812.5, 42)
(1814.5, 40)
(1816.4, 41)
(1818.8, 40)
(1820.9, 44)
(1823.3, 41)
(1825.6, 44)
(1828.0, 43)
(1830.1, 43)
(1832.0, 44)
(1833.8, 44)
(1835.8, 52)
(1837.8, 52)
(1839.8, 53)
(1841.7, 46)
(1843.6, 46)
(1845.7, 46)
(1847.7, 51)
(1849.4, 132)
(1851.0, 126)
(1853.7, 97)
(1856.3, 97)
(1858.5, 97)
(1860.4, 93)
(1862.4, 92)
(1864.4, 94)
(1866.3, 94)
(1868.4, 92)
(1870.3, 91)
(1872.3, 87)
(1874.3, 86)
(1876.5, 89)
(1878.4, 104)
(1880.3, 102)
(1882.3, 104)
(1884.5, 100)
(1886.5, 98)
(1888.2, 98)
(1890.2, 93)
(1892.0, 92)
(1894.1, 94)
(1896.1, 95)
(1897.8, 92)
(1899.5, 93)
(1901.2, 92)
(1903.4, 95)
(1905.2, 91)
(1906.9, 91)
(1908.9, 92)
(1910.5, 90)
(1912.3, 92)
(1914.3, 93)
(1916.4, 95)
(1918.1, 96)
(1919.8, 94)
(1921.7, 95)
(1923.8, 96)
(1925.7, 95)
(1927.5, 96)
(1929.4, 99)
(1931.5, 105)
(1933.9, 106)
(1935.8, 107)
(1937.7, 111)
(1939.5, 113)
(1941.9, 114)
(1944.2, 121)
(1946.0, 121)
(1947.7, 123)
(1949.7, 129)
(1952.0, 130)
(1954.1, 137)
(1955.9, 143)
(1957.9, 148)
(1960.1, 155)
(1961.7, 164)
(1963.4, 168)
(1965.4, 181)
(1967.4, 197)
(1969.4, 207)
(1971.2, 223)
(1973.1, 245)
(1975.1, 270)
(1977.0, 296)
(1978.8, 332)
(1980.5, 379)
(1982.5, 470)
(1984.5, 487)
(1986.6, 485)
(1988.4, 497)
(1990.3, 476)
(1992.2, 479)
(1994.3, 479)
(1996.3, 482)
(1998.5, 453)
(2000.3, 451)
(2002.2, 338)
(2004.6, 337)
(2006.6, 325)
(2008.6, 330)
(2010.5, 369)
(2012.5, 445)
(2014.6, 430)
(2016.5, 397)
(2018.4, 62)
(2020.7, 68)
(2022.6, 65)
(2024.6, 66)
(2026.4, 69)
(2028.0, 72)
(2030.1, 73)
(2031.8, 72)
(2033.4, 68)
(2035.2, 72)
(2037.1, 73)
(2039.0, 75)
(2040.8, 75)
(2042.4, 77)
(2044.0, 80)
(2046.0, 81)
(2047.7, 87)
(2049.6, 90)
(2051.4, 187)
(2053.3, 188)
(2055.3, 173)
(2057.2, 174)
(2059.2, 171)
(2061.2, 166)
(2062.9, 168)
(2065.1, 167)
(2067.1, 160)
(2069.0, 159)
(2071.2, 151)
(2073.4, 149)
(2075.1, 171)
(2077.0, 145)
(2079.2, 147)
(2081.3, 146)
(2083.1, 145)
(2084.9, 144)
(2087.1, 146)
(2088.8, 146)
(2090.8, 143)
(2092.8, 116)
(2094.4, 119)
(2096.4, 120)
(2098.3, 121)
(2100.2, 124)
(2102.0, 124)
(2103.8, 124)
(2105.7, 115)
(2107.6, 106)
(2109.7, 96)
(2111.5, 93)
(2113.2, 82)
(2115.3, 75)
(2117.8, 76)
(2121.9, 65)
(2124.3, 70)
(2126.6, 68)
(2128.5, 65)
(2130.7, 63)
(2132.8, 60)
(2134.9, 60)
(2137.0, 58)
(2139.2, 58)
(2141.0, 54)
(2143.0, 54)
(2145.2, 0)
(2149.1, 17)
(2152.8, 39)
(2154.9, 46)
(2156.7, 51)
(2158.4, 47)
(2160.3, 47)
(2162.4, 43)
(2164.2, 41)
(2165.9, 42)
(2167.7, 43)
(2169.8, 44)
(2171.7, 44)
(2173.5, 44)
(2175.4, 40)
(2177.3, 30)
(2179.7, 51)
(2182.0, 43)
(2184.3, 43)
(2186.3, 41)
(2188.3, 47)
(2190.3, 43)
(2192.6, 43)
(2194.3, 47)
(2196.5, 53)
(2198.5, 51)
(2200.6, 45)
(2202.2, 48)
(2204.2, 47)
(2206.2, 43)
(2208.0, 45)
(2209.8, 132)
(2211.8, 128)
(2214.2, 95)
(2216.4, 94)
(2218.8, 96)
(2221.0, 94)
(2223.0, 91)
(2224.5, 94)
(2226.3, 94)
(2228.4, 92)
(2230.2, 92)
(2232.5, 86)
(2234.6, 85)
(2236.3, 90)
(2238.3, 106)
(2240.6, 106)
(2242.7, 105)
(2244.6, 100)
(2246.5, 98)
(2248.9, 85)
(2251.1, 96)
(2252.9, 96)
(2254.9, 95)
(2256.9, 96)
(2259.2, 92)
(2261.1, 96)
(2262.8, 92)
(2264.9, 92)
(2267.0, 92)
(2268.8, 92)
(2270.7, 90)
(2272.7, 94)
(2274.4, 93)
(2276.4, 95)
(2278.4, 94)
(2280.3, 94)
(2282.1, 95)
(2284.1, 98)
(2286.1, 100)
(2287.7, 97)
(2289.9, 102)
(2291.9, 106)
(2293.7, 104)
(2295.7, 108)
(2297.9, 109)
(2299.6, 113)
(2301.7, 113)
(2303.7, 119)
(2306.0, 124)
(2307.8, 126)
(2309.7, 129)
(2311.9, 132)
(2313.9, 137)
(2316.0, 143)
(2317.9, 149)
(2319.9, 157)
(2321.7, 164)
(2323.5, 170)
(2325.4, 182)
(2327.4, 195)
(2329.5, 207)
(2331.2, 218)
(2333.0, 238)
(2334.8, 263)
(2336.5, 283)
(2338.4, 316)
(2340.3, 351)
(2342.0, 474)
(2343.8, 477)
(2345.7, 484)
(2347.4, 485)
(2349.1, 498)
(2350.9, 477)
(2353.1, 480)
(2354.8, 480)
(2356.5, 479)
(2358.4, 450)
(2360.2, 455)
(2362.3, 324)
(2364.3, 336)
(2366.0, 326)
(2368.0, 329)
(2370.0, 369)
(2372.4, 460)
(2374.5, 427)
(2376.3, 397)
(2378.2, 68)
(2380.6, 66)
(2382.9, 66)
(2384.9, 68)
(2386.7, 71)
(2388.5, 72)
(2390.7, 71)
(2392.7, 68)
(2394.8, 69)
(2396.4, 72)
(2398.2, 72)
(2400.1, 73)
(2401.9, 77)
(2403.9, 78)
(2405.7, 81)
(2407.4, 88)
(2409.5, 90)
(2411.4, 175)
(2413.1, 187)
(2414.9, 175)
(2416.9, 174)
(2419.0, 173)
(2420.8, 165)
(2422.8, 168)
(2424.8, 168)
(2426.8, 160)
(2429.0, 160)
(2431.1, 153)
(2433.0, 148)
(2435.2, 167)
(2437.6, 143)
(2439.4, 145)
(2441.3, 146)
(2443.3, 145)
(2445.6, 145)
(2447.6, 146)
(2449.4, 146)
(2451.3, 138)
(2453.1, 119)
(2455.2, 121)
(2456.9, 121)
(2458.8, 122)
(2460.8, 122)
(2462.6, 124)
(2464.3, 126)
(2466.0, 116)
(2467.8, 108)
(2469.4, 97)
(2471.3, 95)
(2473.1, 92)
(2474.8, 80)
(2476.9, 0)
(2480.7, 71)
(2482.9, 71)
(2484.6, 68)
(2486.4, 66)
(2488.4, 63)
(2490.7, 63)
(2492.7, 62)
(2494.8, 60)
(2496.8, 57)
(2498.9, 54)
(2500.9, 53)
(2503.1, 55)
(2504.9, 0)
(2509.2, 47)
(2513.1, 46)
(2515.2, 46)
(2517.1, 47)
(2519.0, 45)
(2521.0, 46)
(2522.7, 43)
(2524.5, 44)
(2526.5, 44)
(2528.4, 44)
(2530.3, 48)
(2532.2, 39)
(2534.1, 43)
(2535.9, 37)
(2538.1, 39)
(2540.1, 40)
(2542.1, 42)
(2544.2, 43)
(2546.4, 43)
(2548.6, 44)
(2550.4, 43)
(2552.3, 44)
(2554.5, 49)
(2556.8, 52)
(2559.0, 49)
(2561.2, 48)
(2563.0, 46)
(2565.2, 46)
(2567.4, 48)
(2569.5, 132)
(2571.3, 119)
(2574.0, 97)
(2576.6, 102)
(2578.7, 99)
(2580.9, 85)
(2583.0, 93)
(2585.0, 96)
(2586.8, 94)
(2588.4, 90)
(2590.4, 89)
(2592.6, 87)
(2594.4, 83)
(2596.2, 90)
(2598.1, 104)
(2600.0, 106)
(2602.0, 104)
(2604.1, 102)
(2606.0, 99)
(2608.0, 92)
(2610.0, 96)
(2612.2, 96)
(2614.3, 96)
(2616.2, 92)
(2618.3, 95)
(2620.2, 93)
(2622.1, 92)
(2624.2, 91)
(2626.1, 91)
(2628.0, 94)
(2629.9, 94)
(2631.9, 92)
(2633.6, 95)
(2635.7, 92)
(2637.4, 96)
(2638.9, 94)
(2641.2, 96)
(2643.0, 98)
(2644.6, 95)
(2646.4, 96)
(2648.4, 97)
(2650.1, 103)
(2651.8, 102)
(2653.8, 106)
(2655.8, 106)
(2657.5, 110)
(2659.4, 113)
(2661.4, 114)
(2663.1, 119)
(2665.0, 121)
(2667.2, 125)
(2669.2, 127)
(2671.0, 132)
(2672.9, 136)
(2675.3, 142)
(2677.3, 148)
(2679.3, 156)
(2681.1, 164)
(2683.0, 171)
(2685.2, 183)
(2687.5, 195)
(2689.5, 208)
(2691.3, 223)
(2693.3, 245)
(2695.4, 266)
(2697.5, 296)
(2699.4, 324)
(2701.0, 362)
(2702.8, 472)
(2704.9, 487)
(2706.9, 480)
(2708.7, 493)
(2710.5, 491)
(2712.1, 477)
(2714.1, 478)
(2716.1, 480)
(2717.8, 478)
(2719.7, 450)
(2721.7, 358)
(2723.8, 336)
(2726.1, 326)
(2728.0, 331)
(2729.7, 371)
(2732.0, 464)
(2734.0, 427)
(2736.0, 69)
(2739.6, 68)
(2741.7, 68)
(2743.9, 69)
(2746.0, 70)
(2747.8, 72)
(2750.0, 73)
(2751.9, 72)
(2753.9, 69)
(2755.9, 73)
(2757.9, 73)
(2759.7, 75)
(2761.5, 77)
(2763.5, 75)
(2765.5, 82)
(2767.2, 80)
(2768.7, 86)
(2770.5, 92)
(2772.5, 188)
(2774.4, 189)
(2776.1, 172)
(2777.6, 173)
(2779.5, 167)
(2781.4, 168)
(2783.3, 168)
(2784.9, 170)
(2786.6, 162)
(2788.6, 159)
(2790.4, 154)
(2792.2, 145)
(2794.1, 171)
(2796.0, 143)
(2798.0, 142)
(2800.1, 146)
(2802.0, 146)
(2804.2, 146)
(2806.1, 147)
(2808.0, 145)
(2809.9, 146)
(2812.0, 117)
(2814.2, 120)
(2816.1, 122)
(2818.0, 123)
(2820.1, 122)
(2821.8, 123)
(2823.8, 124)
(2825.8, 121)
(2827.7, 106)
(2829.6, 99)
(2831.4, 94)
(2833.3, 89)
(2835.2, 80)
(2837.2, 0)
(2841.0, 65)
(2843.5, 65)
(2845.8, 66)
(2847.6, 63)
(2849.5, 62)
(2851.4, 59)
(2853.5, 60)
(2855.5, 56)
(2857.7, 57)
(2859.7, 54)
(2861.7, 51)
(2864.0, 0)
(2868.5, 19)
(2872.6, 43)
(2874.9, 47)
(2877.3, 46)
(2879.1, 40)
(2881.1, 44)
(2883.1, 45)
(2884.9, 42)
(2886.9, 47)
(2888.9, 46)
(2891.0, 43)
(2892.7, 40)
(2894.7, 44)
(2896.4, 38)
(2898.1, 40)
(2900.2, 49)
(2902.1, 43)
(2904.3, 45)
(2906.1, 43)
(2908.1, 44)
(2910.1, 43)
(2911.9, 43)
(2913.9, 52)
(2916.1, 53)
(2917.7, 52)
(2919.7, 44)
(2921.9, 46)
(2923.8, 46)
(2926.0, 45)
(2928.0, 121)
(2930.7, 104)
(2932.9, 104)
(2935.2, 97)
(2937.6, 95)
(2940.0, 92)
(2941.9, 97)
(2943.9, 87)
(2945.9, 95)
(2947.6, 94)
(2949.4, 94)
(2951.2, 88)
(2953.1, 89)
(2954.9, 83)
(2956.9, 91)
(2958.6, 106)
(2960.7, 105)
(2962.5, 104)
(2964.2, 102)
(2966.0, 100)
(2968.0, 94)
(2970.1, 97)
(2971.9, 95)
(2974.0, 95)
(2976.1, 94)
(2978.1, 93)
(2980.1, 92)
(2982.3, 92)
(2984.0, 94)
(2986.2, 92)
(2988.4, 91)
(2990.5, 94)
(2992.5, 92)
(2994.4, 94)
(2996.6, 91)
(2998.5, 92)
(3000.6, 99)
(3002.5, 96)
(3004.2, 96)
(3006.1, 99)
(3008.1, 97)
(3010.2, 104)
(3011.9, 103)
(3013.8, 103)
(3016.1, 109)
(3017.8, 110)
(3019.5, 113)
(3021.5, 114)
(3023.3, 119)
(3025.2, 123)
(3027.4, 125)
(3029.1, 129)
(3031.2, 132)
(3033.2, 138)
(3035.1, 142)
(3037.0, 150)
(3039.4, 158)
(3041.3, 165)
(3042.8, 172)
(3045.0, 185)
(3047.3, 197)
(3049.3, 209)
(3051.2, 226)
(3053.3, 245)
(3055.3, 268)
(3057.5, 302)
(3059.5, 333)
(3061.3, 376)
(3063.2, 472)
(3065.2, 487)
(3067.1, 486)
(3068.9, 494)
(3070.8, 498)
(3072.4, 479)
(3074.2, 479)
(3076.0, 481)
(3077.9, 481)
(3079.8, 449)
(3081.5, 450)
(3083.4, 327)
(3085.2, 332)
(3086.8, 326)
(3088.5, 331)
(3090.4, 372)
(3092.5, 457)
(3094.1, 426)
(3095.8, 29)
(3099.1, 69)
(3101.1, 66)
(3103.1, 68)
(3105.1, 72)
